"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"SF1I2.csv"
"Mytilus sp.","sessile",2.4841,"invertebrate",46.97,"SF1I2.csv"
"Polydora sp.","walking",2e-04,"invertebrate",NA,"SF1I2.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"SF1I2.csv"
"Fabricia stellaris","sessile",2e-04,"invertebrate",2e-04,"SF1I2.csv"
"Hediste diversicolor","walking",0.0645,"invertebrate",0.08,"SF1I2.csv"
"Oligochaeta","walking",2e-04,"invertebrate",2e-04,"SF1I2.csv"
"Gammarus oceanicus","swimming",0.1238,"invertebrate",1.24,"SF1I2.csv"
"Ulvaria obscura","sessile",0.000228,"primary producer",32.93,"SF1I2.csv"
"Littorina littorea","walking",0.0322,"invertebrate",0.03,"SF1I2.csv"
"Littorina obtusata","walking",0.1709,"invertebrate",1.71,"SF1I2.csv"
"Littorina saxatilis","walking",0.0339,"invertebrate",0.34,"SF1I2.csv"
"Testudinalia testudinalis","walking",0.1027,"invertebrate",0.51,"SF1I2.csv"
"Fucus","sessile",0.000228,"primary producer",36.05,"SF1I2.csv"
"Petalonia fascia","sessile",0.000228,"primary producer",7.69,"SF1I2.csv"
"Chordaria flagelliformis","sessile",0.000228,"primary producer",306,"SF1I2.csv"
"Ralfsia fungiformis","sessile",0.000228,"primary producer",0.1,"SF1I2.csv"
"Rhodomela confervoides","sessile",0.000228,"primary producer",105.2,"SF1I2.csv"
"Clathromorphum circumscriptum","sessile",0.000228,"primary producer",0.1,"SF1I2.csv"
"Diatomophyceae","sessile",2e-04,"primary producer",NA,"SF1I2.csv"
