"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",7e-04,"invertebrate",0.005,"CR1P1.csv"
"Atherina boyeri","swimming",0.01,"ectotherm vertebrate",0.1,"CR1P1.csv"
"Diplodus sargus sargus","swimming",0.293,"ectotherm vertebrate",9.38,"CR1P1.csv"
"Palaemon longirostris","swimming",0.156,"invertebrate",3.12,"CR1P1.csv"
"Gobius paganellus","swimming",0.176,"ectotherm vertebrate",4.05,"CR1P1.csv"
"Polychaeta","walking",0.15,"invertebrate",0.15,"CR1P1.csv"
"Carcinus maenas","walking",0.16,"invertebrate",0.16,"CR1P1.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"CR1P1.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"CR1P1.csv"
"Gammaridae","swimming",4e-04,"invertebrate",0.002,"CR1P1.csv"
"Liza ramada","swimming",0.1,"ectotherm vertebrate",0.1,"CR1P1.csv"
"Musculus costulatus","sessile",0.0123,"invertebrate",0.24,"CR1P1.csv"
"Mytilus galloprovincialis","other",0.999,"invertebrate",19.99,"CR1P1.csv"
"Petricolinae","sessile",0.0345,"invertebrate",NA,"CR1P1.csv"
"Cardiidae","sessile",0.0081,"invertebrate",0.02,"CR1P1.csv"
"Turritellidae","walking",0.01,"invertebrate",0.1,"CR1P1.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"CR1P1.csv"
"Chthamalus sp.","sessile",0.01,"invertebrate",0.1,"CR1P1.csv"
"Ophiuroidea","walking",0.29,"invertebrate",0.29,"CR1P1.csv"
"Lipophrys pholis","swimming",0.452,"ectotherm vertebrate",7.24,"CR1P1.csv"
"Coryphoblennius galerita","swimming",3.09,"ectotherm vertebrate",33.96,"CR1P1.csv"
"Lepadogaster lepadogaster","swimming",1.315,"ectotherm vertebrate",2.63,"CR1P1.csv"
"Actinia equina","sessile",4.61,"invertebrate",18.45,"CR1P1.csv"
"Actinia fragacea","sessile",0.54,"invertebrate",0.54,"CR1P1.csv"
"Actinothoe sphyrodeta","sessile",0.24,"invertebrate",0.24,"CR1P1.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"CR1P1.csv"
"Oligochaeta","walking",9e-04,"invertebrate",0.006,"CR1P1.csv"
"Palaemon elegans","swimming",1.13,"invertebrate",9.03,"CR1P1.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",327.9,"CR1P1.csv"
"Pantopoda","walking",3e-04,"invertebrate",0.001,"CR1P1.csv"
"Asterina gibbosa","walking",1.22,"invertebrate",24.46,"CR1P1.csv"
"Paracentrotus lividus","walking",4.29,"invertebrate",4.29,"CR1P1.csv"
"Acanthochitona crinita","walking",0.152,"invertebrate",1.37,"CR1P1.csv"
"Lepidochitona cinerea","walking",0.169,"invertebrate",3.56,"CR1P1.csv"
"Leptochiton algesirensis","walking",0.01,"invertebrate",0.1,"CR1P1.csv"
"Patella vulgata","other",0.712,"invertebrate",NA,"CR1P1.csv"
"Gibbula umbilicalis","walking",0.414,"invertebrate",8.28,"CR1P1.csv"
"Rissoidae","walking",0.011,"invertebrate",0.1,"CR1P1.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",0.008,"CR1P1.csv"
"Barleeia sp.","walking",0.0032,"invertebrate",0.08,"CR1P1.csv"
"Aplysia punctata","walking",1,"invertebrate",20.07,"CR1P1.csv"
"Tanaidacea","walking",2e-04,"invertebrate",2e-04,"CR1P1.csv"
"Sphaeromatidae","walking",0.141,"invertebrate",1.13,"CR1P1.csv"
"Ampithoidae","swimming",8e-04,"invertebrate",0.004,"CR1P1.csv"
"Stenothoidae","swimming",5e-04,"invertebrate",0.006,"CR1P1.csv"
"Lophozozymus incisus","walking",1.44,"invertebrate",2.89,"CR1P1.csv"
"Pirimela denticulata","walking",0.11,"invertebrate",0.11,"CR1P1.csv"
"Codium sp.","sessile",0.000228,"primary producer",221.6,"CR1P1.csv"
"Leathesia marina","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Colpomenia peregrina","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Bifurcaria bifurcata","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",80.3,"CR1P1.csv"
"Anemonia sulcata","sessile",26.01,"invertebrate",520.2,"CR1P1.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Nassariidae","walking",0.645,"invertebrate",10.97,"CR1P1.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.1,"CR1P1.csv"
"Aeolidia papillosa","walking",0.247,"invertebrate",0.247,"CR1P1.csv"
"Turridae","walking",0.008,"invertebrate",0.02,"CR1P1.csv"
"Marthasterias glacialis","walking",47,"invertebrate",141,"CR1P1.csv"
"Phorcus lineatus","walking",0.01,"invertebrate",0.1,"CR1P1.csv"
"Nucella sp.","walking",0.011,"invertebrate",0.01,"CR1P1.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",NA,"CR1P1.csv"
