"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"MBP4.csv"
"Gammaridae","swimming",9e-04,"invertebrate",0.004,"MBP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"MBP4.csv"
"Polychaeta","walking",0.0035,"invertebrate",0.0035,"MBP4.csv"
"Harparticoida","swimming",0.001,"invertebrate",0.001,"MBP4.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"MBP4.csv"
"Halacaridae","walking",2e-04,"invertebrate",2e-04,"MBP4.csv"
"Ophiocomina nigra","walking",0.01,"invertebrate",0.1,"MBP4.csv"
"Bivalvia","sessile",4e-04,"invertebrate",4e-04,"MBP4.csv"
"Oligochaeta","walking",4e-04,"invertebrate",7e-04,"MBP4.csv"
"Carcinus maenas","walking",0.01,"invertebrate",0.1,"MBP4.csv"
"Insecta","swimming",2e-04,"invertebrate",2e-04,"MBP4.csv"
"Pomatoschistus minutus","swimming",0.01,"ectotherm vertebrate",0.1,"MBP4.csv"
"Fucus serratus","sessile",0.000228,"primary producer",930,"MBP4.csv"
"Lineus ruber","walking",2e-04,"invertebrate",0.01,"MBP4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"MBP4.csv"
"Littorina saxatilis","walking",0.01,"invertebrate",0.1,"MBP4.csv"
"Littorina littorea","walking",0.0142,"invertebrate",0.14,"MBP4.csv"
"Nucella lapillus","walking",0.01,"invertebrate",0.1,"MBP4.csv"
"Patella vulgata","other",0.01,"invertebrate",0.1,"MBP4.csv"
"Gibbula umbilicalis","walking",0.0663,"invertebrate",0.66,"MBP4.csv"
"Phorcus lineatus","walking",0.01,"invertebrate",0.1,"MBP4.csv"
"Fucus vesiculosus","sessile",0.000228,"primary producer",625,"MBP4.csv"
"Corallina officinalis","sessile",0.000228,"primary producer",0.1,"MBP4.csv"
"Lithophyllum incrustans","sessile",0.000228,"primary producer",0.1,"MBP4.csv"
"Lomentaria articulata","sessile",0.000228,"primary producer",0.1,"MBP4.csv"
"Palmaria palmata","sessile",0.000228,"primary producer",0.1,"MBP4.csv"
