"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"Insecta","swimming",0.01,"invertebrate",0.001,"L3P4.csv"
"Coryphoblennius galerita","swimming",0.59,"ectotherm vertebrate",0.59,"L3P4.csv"
"Nassariidae","walking",0.3,"invertebrate",0.3,"L3P4.csv"
"Polychaeta","walking",0.01,"invertebrate",0.01,"L3P4.csv"
"Actinia equina","sessile",4.14,"invertebrate",12.41,"L3P4.csv"
"PhytoP","other",1e-04,"primary producer",2.5,"L3P4.csv"
"Tricolia pullus","walking",0.0082,"invertebrate",0.016,"L3P4.csv"
"Procerodes sp.","walking",0.01,"invertebrate",0.01,"L3P4.csv"
"Musculus costulatus","sessile",0.008,"invertebrate",0.16,"L3P4.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L3P4.csv"
"Solecurtus strigilatus","sessile",0.0033,"invertebrate",0.0033,"L3P4.csv"
"Turritellidae","walking",9e-04,"invertebrate",9e-04,"L3P4.csv"
"Copepoda","swimming",0.001,"invertebrate",0.001,"L3P4.csv"
"Aulactinia verrucosa","sessile",0.01,"invertebrate",0.1,"L3P4.csv"
"Tanaidacea","walking",0.01,"invertebrate",0.001,"L3P4.csv"
"Sagartia elegans","sessile",18,"invertebrate",18,"L3P4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"L3P4.csv"
"Oligochaeta","walking",0.01,"invertebrate",0.001,"L3P4.csv"
"Mytilus galloprovincialis","sessile",0.94,"invertebrate",23.45,"L3P4.csv"
"Lepidotrigla sp.","swimming",0.01,"ectotherm vertebrate",0.1,"L3P4.csv"
"Venerupis sp.","sessile",0.08,"invertebrate",0.08,"L3P4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Sphaeromatidae","walking",0.01,"invertebrate",0.001,"L3P4.csv"
"Halacaridae","walking",0.01,"invertebrate",0.01,"L3P4.csv"
"Omalogyra atomus","walking",6e-04,"invertebrate",0.013,"L3P4.csv"
"Actinia fragacea","sessile",14,"invertebrate",14,"L3P4.csv"
"Barleeia sp.","walking",0.0014,"invertebrate",0.004,"L3P4.csv"
"Acanthochitona crinita","walking",0.07,"invertebrate",0.14,"L3P4.csv"
"Paracentrotus lividus","walking",7.48,"invertebrate",67.34,"L3P4.csv"
"Pantopoda","walking",0.0014,"invertebrate",0.001,"L3P4.csv"
"Patella ulyssiponensis","walking",2.13,"invertebrate",12.78,"L3P4.csv"
"Gibbula umbilicalis","walking",0.45,"invertebrate",0.89,"L3P4.csv"
"Rissoidae","walking",0.0026,"invertebrate",0.003,"L3P4.csv"
"Ampithoidae","swimming",0.01,"invertebrate",0.001,"L3P4.csv"
"Codium sp.","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Anemonia sulcata","sessile",15,"invertebrate",15,"L3P4.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Lithophyllum sp.","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Corallina officinalis","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Gelidium spinosum","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Porphyra sp.","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
"Epitonium clathrus","walking",0.0033,"invertebrate",0.0033,"L3P4.csv"
"Nemertea","walking",0.01,"invertebrate",0.01,"L3P4.csv"
"Turridae","walking",0.0015,"invertebrate",9e-04,"L3P4.csv"
"Ocenebra erinaceus","walking",0.04,"invertebrate",0.04,"L3P4.csv"
"Nucella sp.","walking",0.04,"invertebrate",0.04,"L3P4.csv"
"Sphacelaria cirrosa","sessile",0.000228,"primary producer",0.1,"L3P4.csv"
