"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"L3P2.csv"
"Zooplankton","swimming",0.001,"invertebrate",4,"L3P2.csv"
"Mytilus galloprovincialis","sessile",1.14,"invertebrate",22.86,"L3P2.csv"
"Gobius paganellus","swimming",0.1,"ectotherm vertebrate",0.1,"L3P2.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",50.47,"L3P2.csv"
"Actinia equina","sessile",2.97,"invertebrate",14.83,"L3P2.csv"
"Paracentrotus lividus","walking",0.19,"invertebrate",0.19,"L3P2.csv"
"Lipophrys pholis","swimming",0.66,"ectotherm vertebrate",5.94,"L3P2.csv"
"Coryphoblennius galerita","swimming",0.86,"ectotherm vertebrate",8.57,"L3P2.csv"
"Patella ulyssiponensis","walking",1.02,"invertebrate",9.16,"L3P2.csv"
"Gibbula umbilicalis","walking",0.38,"invertebrate",2.29,"L3P2.csv"
"Cystoseira sp.","sessile",0.000228,"primary producer",3.1,"L3P2.csv"
"Dictyota dichotoma","sessile",0.000228,"primary producer",0.1,"L3P2.csv"
"Nassariidae","walking",0.32,"invertebrate",0.32,"L3P2.csv"
"Anemonia sulcata","sessile",25.58,"invertebrate",25.58,"L3P2.csv"
"Asparagopsis armata","sessile",0.000228,"primary producer",701,"L3P2.csv"
"Ellisolandia elongata","sessile",0.000228,"primary producer",11.23,"L3P2.csv"
"Jania sp.","sessile",0.000228,"primary producer",3.27,"L3P2.csv"
"Heterosiphonia sp.","sessile",0.000228,"primary producer",3.15,"L3P2.csv"
"Chondrus crispus","sessile",0.000228,"primary producer",0.1,"L3P2.csv"
"Palmaria palmata","sessile",0.000228,"primary producer",0.1,"L3P2.csv"
"Nucella sp.","walking",0.51,"invertebrate",0.51,"L3P2.csv"
"Dictyopteris polypodioides","sessile",0.000228,"primary producer",4.29,"L3P2.csv"
