"species","movement_type","bodymass","metabolic_type","biomass","fw_name"
"PhytoP","other",1e-04,"primary producer",2.5,"WP4.csv"
"Gammaridae","swimming",0.0014,"invertebrate",0.06,"WP4.csv"
"Zooplankton","swimming",0.001,"invertebrate",10,"WP4.csv"
"Polychaeta","walking",0.005,"invertebrate",0.025,"WP4.csv"
"Spirorbis spirorbis","sessile",2e-04,"invertebrate",2e-04,"WP4.csv"
"Harparticoida","swimming",0.001,"invertebrate",0.001,"WP4.csv"
"Ostracoda","swimming",0.001,"invertebrate",0.001,"WP4.csv"
"Amphipholis squamata","walking",0.0045,"invertebrate",0.036,"WP4.csv"
"Bivalvia","sessile",0.001,"invertebrate",0.003,"WP4.csv"
"Venerupis sp.","sessile",0.007,"invertebrate",0.007,"WP4.csv"
"Mytilus galloprovincialis","other",0.0059,"invertebrate",0.012,"WP4.csv"
"Stenothoidae","swimming",0.0034,"invertebrate",0.01,"WP4.csv"
"Ampithoidae","swimming",0.0067,"invertebrate",0.027,"WP4.csv"
"Nereis sp.","walking",0.0028,"invertebrate",0.026,"WP4.csv"
"Oligochaeta","walking",8e-04,"invertebrate",8e-04,"WP4.csv"
"Carcinus maenas","walking",0.01,"invertebrate",0.02,"WP4.csv"
"Tanaidacea","walking",0.0023,"invertebrate",0.007,"WP4.csv"
"Palaemon elegans","swimming",0.01,"invertebrate",0.1,"WP4.csv"
"Ulva lactuca","sessile",0.000228,"primary producer",418.33,"WP4.csv"
"Nematoda","walking",0.01,"invertebrate",0.01,"WP4.csv"
"Acanthochitona crinita","walking",0.01,"invertebrate",0.1,"WP4.csv"
"Omalogyra atomus","walking",4e-04,"invertebrate",0.005,"WP4.csv"
"Patella vulgata","other",0.01,"invertebrate",0.1,"WP4.csv"
"Gibbula umbilicalis","walking",0.3691,"invertebrate",3.69,"WP4.csv"
"Insecta","swimming",2e-04,"invertebrate",6e-04,"WP4.csv"
"Furcellaria lumbricalis","sessile",0.000228,"primary producer",282,"WP4.csv"
"Nemalion helminthoides","sessile",0.000228,"primary producer",0.1,"WP4.csv"
